EmployeeID,FirstName,LastName,Email,Department,JobTitle,Location,Latitude,Longitude,RiskScore,DeviceCompliant,MFARegistered,AccountStatus,HIBPExposed,HIBPBreachCount,HireDate,CreatedDate
MZ0130,Sifiso,Phiri,sifiso.phiri130@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.7921,31.0768,12,True,True,Active,False,0,2024-10-27,2026-03-28T17:51:09.849238
MZ0131,Takudzwa,Mutasa,takudzwa.mutasa131@micrlabs.onmicrosoft.com,Clinical,Doctor,Mutare,-18.9388,32.7024,12,True,True,Active,False,0,2024-10-07,2026-03-28T17:51:09.849288
MZ0132,Tendai,Ncube,tendai.ncube132@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8019,31.0516,19,True,False,Active,False,0,2021-12-30,2026-03-28T17:51:09.849336
MZ0133,Nomvula,Banda,nomvula.banda133@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.835,31.0325,13,True,True,Active,False,0,2025-12-30,2026-03-28T17:51:09.849384
MZ0134,Nompilo,Banda,nompilo.banda134@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8423,31.0309,7,True,True,Active,False,0,2021-05-15,2026-03-28T17:51:09.849437
MZ0135,Nyasha,Gumbo,nyasha.gumbo135@micrlabs.onmicrosoft.com,Clinical,Radiologist,Gweru,-19.4348,29.7989,20,True,False,Active,False,0,2021-04-27,2026-03-28T17:51:09.849487
MZ0136,Takudzwa,Tembo,takudzwa.tembo136@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8146,31.0061,19,False,True,Active,False,0,2023-05-31,2026-03-28T17:51:09.849553
MZ0137,Lungelo,Gumbo,lungelo.gumbo137@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8383,31.036,6,False,True,Active,False,0,2025-09-26,2026-03-28T17:51:09.849626
MZ0138,Sibusiso,Phiri,sibusiso.phiri138@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1541,28.6488,9,True,True,Active,False,0,2021-12-10,2026-03-28T17:51:09.849681
MZ0139,Thandi,Chirwa,thandi.chirwa139@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.1433,28.6359,7,True,True,Active,False,0,2023-05-27,2026-03-28T17:51:09.849733
MZ0140,Tendai,Tembo,tendai.tembo140@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Gweru,-19.4261,29.8352,7,True,True,Active,False,0,2022-10-25,2026-03-28T17:51:09.849784
MZ0141,Takudzwa,Chikwanda,takudzwa.chikwanda141@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8578,31.097,20,True,False,Active,False,0,2024-08-15,2026-03-28T17:51:09.849834
MZ0142,Rudo,Mhlanga,rudo.mhlanga142@micrlabs.onmicrosoft.com,Clinical,Nurse,Mutare,-18.9699,32.6749,6,True,False,Active,False,0,2022-08-23,2026-03-28T17:51:09.849883
MZ0143,Nomvula,Dube,nomvula.dube143@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8099,31.0647,10,False,True,Active,False,0,2025-01-08,2026-03-28T17:51:09.849934
MZ0144,Nyasha,Sithole,nyasha.sithole144@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8043,31.0471,12,True,True,Active,False,0,2024-11-02,2026-03-28T17:51:09.849986
MZ0145,Takudzwa,Chirwa,takudzwa.chirwa145@micrlabs.onmicrosoft.com,Clinical,Radiologist,Masvingo,-20.026,30.829,14,False,True,Active,False,0,2021-08-27,2026-03-28T17:51:09.850051
MZ0146,Tinashe,Nkomo,tinashe.nkomo146@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.0952,28.5816,20,False,True,Active,False,0,2025-06-03,2026-03-28T17:51:09.850103
MZ0147,Rudo,Ncube,rudo.ncube147@micrlabs.onmicrosoft.com,Clinical,Doctor,Mutare,-18.9934,32.7114,9,False,True,Active,False,0,2024-02-20,2026-03-28T17:51:09.850153
MZ0148,Lungelo,Gumbo,lungelo.gumbo148@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8739,31.0524,12,True,True,Active,False,0,2023-09-20,2026-03-28T17:51:09.850202
MZ0149,Takudzwa,Gumbo,takudzwa.gumbo149@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8077,31.0357,9,True,True,Active,False,0,2021-11-25,2026-03-28T17:51:09.850251
MZ0150,Kudzai,Banda,kudzai.banda150@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8787,31.0101,13,True,True,Active,False,0,2025-09-08,2026-03-28T17:51:09.850300
MZ0151,Rudo,Mpofu,rudo.mpofu151@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8744,31.0442,19,True,True,Active,False,0,2025-10-12,2026-03-28T17:51:09.850354
MZ0152,Tendai,Phiri,tendai.phiri152@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1106,28.6055,5,True,True,Active,False,0,2021-12-04,2026-03-28T17:51:09.850487
MZ0153,Tendai,Chirwa,tendai.chirwa153@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.7817,31.009,5,True,True,Active,False,0,2026-01-22,2026-03-28T17:51:09.850621
MZ0154,Thandi,Tembo,thandi.tembo154@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8003,31.0367,8,False,True,Active,False,0,2022-09-07,2026-03-28T17:51:09.850673
MZ0155,Tatenda,Mutasa,tatenda.mutasa155@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.1011,28.5939,19,False,True,Active,False,0,2021-10-15,2026-03-28T17:51:09.850732
MZ0156,Chiedza,Tembo,chiedza.tembo156@micrlabs.onmicrosoft.com,Clinical,Nurse,Mutare,-18.9749,32.6502,6,False,False,Active,False,0,2025-11-11,2026-03-28T17:51:09.850796
MZ0157,Zanele,Zimba,zanele.zimba157@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Masvingo,-20.0701,30.8081,11,True,False,Active,False,0,2022-05-02,2026-03-28T17:51:09.850864
MZ0158,Thandi,Ncube,thandi.ncube158@micrlabs.onmicrosoft.com,Clinical,Doctor,Mutare,-18.977,32.6609,19,False,True,Active,False,0,2025-11-24,2026-03-28T17:51:09.850913
MZ0159,Nompilo,Mutasa,nompilo.mutasa159@micrlabs.onmicrosoft.com,Clinical,Nurse,Masvingo,-20.0725,30.8629,18,True,True,Active,False,0,2022-05-27,2026-03-28T17:51:09.850961
MZ0160,Lungelo,Ncube,lungelo.ncube160@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8131,31.0328,18,True,True,Active,False,0,2025-06-10,2026-03-28T17:51:09.851013
MZ0161,Kudzai,Mhlanga,kudzai.mhlanga161@micrlabs.onmicrosoft.com,Clinical,Radiologist,Masvingo,-20.0629,30.8263,6,True,True,Active,False,0,2021-11-28,2026-03-28T17:51:09.851081
MZ0162,Tatenda,Dube,tatenda.dube162@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Gweru,-19.4322,29.8105,9,True,True,Active,False,0,2023-01-17,2026-03-28T17:51:09.851133
MZ0163,Sifiso,Sithole,sifiso.sithole163@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8639,31.0472,16,True,True,Active,False,0,2024-01-14,2026-03-28T17:51:09.851181
MZ0164,Sifiso,Mutasa,sifiso.mutasa164@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.1575,28.5877,10,True,True,Active,False,0,2024-02-20,2026-03-28T17:51:09.851232
MZ0165,Thandi,Tembo,thandi.tembo165@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.7796,31.0308,20,True,True,Active,False,0,2022-09-21,2026-03-28T17:51:09.851280
MZ0166,Nomvula,Gumbo,nomvula.gumbo166@micrlabs.onmicrosoft.com,Clinical,Doctor,Mutare,-18.921,32.702,15,True,True,Active,False,0,2023-01-13,2026-03-28T17:51:09.851328
MZ0167,Nomvula,Tembo,nomvula.tembo167@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Mutare,-18.9507,32.6383,16,True,True,Active,False,0,2022-06-17,2026-03-28T17:51:09.851376
MZ0168,Tinashe,Nkomo,tinashe.nkomo168@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8431,31.0594,19,False,True,Active,False,0,2025-05-06,2026-03-28T17:51:09.851426
MZ0169,Rudo,Zimba,rudo.zimba169@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.0525,30.8354,18,False,True,Active,False,0,2023-05-20,2026-03-28T17:51:09.851474
MZ0170,Nyasha,Banda,nyasha.banda170@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.148,28.6642,10,False,True,Active,False,0,2025-10-03,2026-03-28T17:51:09.851523
MZ0171,Simba,Dube,simba.dube171@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.863,31.0957,12,True,False,Active,False,0,2024-09-13,2026-03-28T17:51:09.851571
MZ0172,Rudo,Mpofu,rudo.mpofu172@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.1274,28.5889,14,True,True,Active,False,0,2024-11-11,2026-03-28T17:51:09.851619
MZ0173,Farai,Chirwa,farai.chirwa173@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.0923,28.6102,6,False,True,Active,False,0,2022-04-20,2026-03-28T17:51:09.851666
MZ0174,Bongani,Nkomo,bongani.nkomo174@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1207,28.5794,14,True,True,Active,False,0,2021-05-03,2026-03-28T17:51:09.851717
MZ0175,Thandi,Banda,thandi.banda175@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8732,31.0462,20,True,True,Active,False,0,2022-10-18,2026-03-28T17:51:09.851763
MZ0176,Lungelo,Tembo,lungelo.tembo176@micrlabs.onmicrosoft.com,Clinical,Nurse,Masvingo,-20.0899,30.8227,16,True,True,Active,False,0,2023-08-12,2026-03-28T17:51:09.851811
MZ0177,Sibusiso,Chikwanda,sibusiso.chikwanda177@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8651,31.0073,17,False,True,Active,False,0,2024-07-18,2026-03-28T17:51:09.851860
MZ0178,Lungelo,Mpofu,lungelo.mpofu178@micrlabs.onmicrosoft.com,Clinical,Nurse,Mutare,-18.9709,32.6724,20,False,True,Active,False,0,2024-10-01,2026-03-28T17:51:09.851908
MZ0179,Zanele,Banda,zanele.banda179@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.1029,30.8181,6,True,True,Active,False,0,2022-01-26,2026-03-28T17:51:09.851954
MZ0180,Zanele,Moyo,zanele.moyo180@micrlabs.onmicrosoft.com,Clinical,Radiologist,Gweru,-19.4569,29.8549,16,False,True,Active,False,0,2025-03-26,2026-03-28T17:51:09.852001
MZ0181,Tsitsi,Phiri,tsitsi.phiri181@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8239,31.0096,19,False,True,Active,False,0,2024-09-16,2026-03-28T17:51:09.852058
MZ0182,Chiedza,Zimba,chiedza.zimba182@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.7805,31.058,16,False,True,Active,False,0,2024-07-02,2026-03-28T17:51:09.852110
MZ0183,Tatenda,Moyo,tatenda.moyo183@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8459,31.0496,19,True,False,Active,False,0,2021-05-22,2026-03-28T17:51:09.852160
MZ0184,Lungelo,Dube,lungelo.dube184@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8175,31.0865,15,True,True,Active,False,0,2021-08-28,2026-03-28T17:51:09.852210
MZ0185,Nompilo,Mhlanga,nompilo.mhlanga185@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8461,31.0132,18,True,True,Active,False,0,2021-12-18,2026-03-28T17:51:09.852259
MZ0186,Thandi,Chirwa,thandi.chirwa186@micrlabs.onmicrosoft.com,Clinical,Doctor,Mutare,-18.9431,32.6787,6,True,True,Active,False,0,2024-08-17,2026-03-28T17:51:09.852311
MZ0187,Tendai,Mpofu,tendai.mpofu187@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.7844,31.0132,5,True,True,Active,False,0,2024-12-02,2026-03-28T17:51:09.852360
MZ0188,Munyaradzi,Phiri,munyaradzi.phiri188@micrlabs.onmicrosoft.com,Clinical,Radiologist,Mutare,-18.9286,32.7082,6,False,True,Active,False,0,2025-01-10,2026-03-28T17:51:09.852406
MZ0189,Zanele,Zimba,zanele.zimba189@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8619,31.0934,15,True,True,Active,False,0,2025-01-20,2026-03-28T17:51:09.852451
MZ0190,Bongani,Mpofu,bongani.mpofu190@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8494,31.0963,14,False,True,Active,False,0,2024-10-17,2026-03-28T17:51:09.852498
MZ0191,Nompilo,Mutasa,nompilo.mutasa191@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.0891,28.6486,14,True,True,Active,False,0,2025-12-21,2026-03-28T17:51:09.852529
MZ0192,Lungelo,Nkomo,lungelo.nkomo192@micrlabs.onmicrosoft.com,Clinical,Radiologist,Gweru,-19.471,29.7955,7,True,True,Active,False,0,2021-10-16,2026-03-28T17:51:09.852558
MZ0193,Bongani,Mpofu,bongani.mpofu193@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Gweru,-19.4729,29.8229,13,True,True,Active,False,0,2023-04-19,2026-03-28T17:51:09.852586
MZ0194,Tatenda,Chirwa,tatenda.chirwa194@micrlabs.onmicrosoft.com,Clinical,Nurse,Masvingo,-20.1018,30.8061,8,True,True,Active,False,0,2023-12-18,2026-03-28T17:51:09.852617
MZ0195,Tatenda,Phiri,tatenda.phiri195@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.1086,30.8481,20,True,True,Active,False,0,2021-10-15,2026-03-28T17:51:09.852646
MZ0196,Thandi,Chirwa,thandi.chirwa196@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8023,31.0674,12,True,True,Active,False,0,2023-10-15,2026-03-28T17:51:09.852674
MZ0197,Munyaradzi,Gumbo,munyaradzi.gumbo197@micrlabs.onmicrosoft.com,Clinical,Doctor,Gweru,-19.4066,29.7703,17,False,True,Active,False,0,2022-09-11,2026-03-28T17:51:09.852704
MZ0198,Tatenda,Chikwanda,tatenda.chikwanda198@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.1718,28.6747,14,True,True,Active,False,0,2022-09-24,2026-03-28T17:51:09.852733
MZ0199,Simba,Banda,simba.banda199@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.7983,31.0353,19,True,True,Active,False,0,2022-05-28,2026-03-28T17:51:09.852762
MZ0200,Thandi,Sithole,thandi.sithole200@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1632,28.6375,17,False,True,Active,False,0,2022-12-12,2026-03-28T17:51:09.852792
MZ0201,Sibusiso,Dube,sibusiso.dube201@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Masvingo,-20.0767,30.8764,5,True,True,Active,False,0,2024-12-23,2026-03-28T17:51:09.852824
MZ0202,Thandi,Sithole,thandi.sithole202@micrlabs.onmicrosoft.com,Billing,Finance Officer,Mutare,-19.0196,32.6863,12,True,True,Active,False,0,2021-07-18,2026-03-28T17:51:09.852857
MZ0203,Munyaradzi,Chirwa,munyaradzi.chirwa203@micrlabs.onmicrosoft.com,Billing,Finance Officer,Bulawayo,-20.093,28.6468,14,True,True,Active,False,0,2025-04-08,2026-03-28T17:51:09.852888
MZ0204,Bongani,Mpofu,bongani.mpofu204@micrlabs.onmicrosoft.com,Billing,Finance Officer,Masvingo,-20.0766,30.8283,16,True,True,Active,False,0,2023-11-09,2026-03-28T17:51:09.852920
MZ0205,Tinashe,Chirwa,tinashe.chirwa205@micrlabs.onmicrosoft.com,Billing,Medical Coder,Mutare,-18.9334,32.6291,19,True,True,Active,False,0,2021-10-31,2026-03-28T17:51:09.852950
MZ0206,Simba,Gumbo,simba.gumbo206@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Bulawayo,-20.1252,28.5914,15,False,True,Active,False,0,2021-08-13,2026-03-28T17:51:09.852981
MZ0207,Sibusiso,Gumbo,sibusiso.gumbo207@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Bulawayo,-20.1016,28.6217,18,True,True,Active,False,0,2024-08-08,2026-03-28T17:51:09.853012
MZ0208,Nkosi,Zimba,nkosi.zimba208@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8789,31.024,7,True,True,Active,False,0,2022-10-05,2026-03-28T17:51:09.853050
MZ0209,Chiedza,Gumbo,chiedza.gumbo209@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Harare,-17.8505,31.0202,9,False,False,Active,False,0,2023-07-26,2026-03-28T17:51:09.853084
MZ0210,Sifiso,Banda,sifiso.banda210@micrlabs.onmicrosoft.com,Billing,Medical Coder,Gweru,-19.4093,29.8043,9,True,True,Active,False,0,2024-10-27,2026-03-28T17:51:09.853114
MZ0211,Zanele,Dube,zanele.dube211@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Mutare,-18.9984,32.6212,5,False,True,Active,False,0,2025-03-18,2026-03-28T17:51:09.853146
MZ0212,Bongani,Mpofu,bongani.mpofu212@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8637,31.021,8,True,True,Active,False,0,2024-02-24,2026-03-28T17:51:09.853292
MZ0213,Tinashe,Ncube,tinashe.ncube213@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Harare,-17.8758,31.062,6,True,True,Active,False,0,2023-04-01,2026-03-28T17:51:09.853363
MZ0214,Simba,Mpofu,simba.mpofu214@micrlabs.onmicrosoft.com,Billing,Medical Coder,Mutare,-18.9431,32.6349,14,True,False,Active,False,0,2023-06-29,2026-03-28T17:51:09.853405
MZ0215,Bongani,Chikwanda,bongani.chikwanda215@micrlabs.onmicrosoft.com,Billing,Finance Officer,Gweru,-19.4014,29.8188,18,True,True,Active,False,0,2025-03-28,2026-03-28T17:51:09.853450
MZ0216,Zanele,Banda,zanele.banda216@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Harare,-17.8448,31.0665,17,False,True,Active,False,0,2023-03-19,2026-03-28T17:51:09.853482
MZ0217,Nomvula,Chikwanda,nomvula.chikwanda217@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8038,31.0496,12,True,True,Active,False,0,2024-12-11,2026-03-28T17:51:09.853513
MZ0218,Simba,Zimba,simba.zimba218@micrlabs.onmicrosoft.com,Billing,Medical Coder,Masvingo,-20.0687,30.7962,12,True,True,Active,False,0,2025-11-27,2026-03-28T17:51:09.853545
MZ0219,Lungelo,Ncube,lungelo.ncube219@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Bulawayo,-20.0996,28.5816,17,True,True,Active,False,0,2022-08-03,2026-03-28T17:51:09.853576
MZ0220,Tsitsi,Tembo,tsitsi.tembo220@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Bulawayo,-20.1608,28.5973,15,True,False,Active,False,0,2026-01-29,2026-03-28T17:51:09.853607
MZ0221,Kudzai,Ncube,kudzai.ncube221@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Mutare,-18.9453,32.7123,11,True,True,Active,False,0,2024-03-14,2026-03-28T17:51:09.853636
MZ0222,Sifiso,Banda,sifiso.banda222@micrlabs.onmicrosoft.com,Billing,Finance Officer,Bulawayo,-20.1466,28.6026,20,True,True,Active,False,0,2025-04-25,2026-03-28T17:51:09.853666
MZ0223,Bongani,Mutasa,bongani.mutasa223@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8746,31.0886,9,True,True,Active,False,0,2025-09-21,2026-03-28T17:51:09.853695
MZ0224,Nomvula,Mpofu,nomvula.mpofu224@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8412,31.0855,20,True,False,Active,False,0,2024-08-09,2026-03-28T17:51:09.853726
MZ0225,Nompilo,Tembo,nompilo.tembo225@micrlabs.onmicrosoft.com,Billing,Finance Officer,Bulawayo,-20.1334,28.5932,16,True,True,Active,False,0,2022-08-03,2026-03-28T17:51:09.853756
MZ0226,Simba,Chirwa,simba.chirwa226@micrlabs.onmicrosoft.com,Billing,Medical Coder,Masvingo,-20.072,30.8667,7,False,True,Active,False,0,2024-07-19,2026-03-28T17:51:09.853786
MZ0227,Nomvula,Mhlanga,nomvula.mhlanga227@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Bulawayo,-20.1757,28.5915,11,True,True,Active,False,0,2025-12-31,2026-03-28T17:51:09.853816
MZ0228,Nkosi,Moyo,nkosi.moyo228@micrlabs.onmicrosoft.com,Billing,Medical Coder,Bulawayo,-20.1414,28.5781,13,True,True,Active,False,0,2022-07-14,2026-03-28T17:51:09.853845
MZ0229,Chiedza,Gumbo,chiedza.gumbo229@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8643,31.0214,13,False,True,Active,False,0,2021-06-11,2026-03-28T17:51:09.853884
MZ0230,Takudzwa,Zimba,takudzwa.zimba230@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8549,31.0719,14,True,True,Active,False,0,2023-02-18,2026-03-28T17:51:09.853914
MZ0231,Munyaradzi,Zimba,munyaradzi.zimba231@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Harare,-17.8316,31.0659,10,True,True,Active,False,0,2024-11-30,2026-03-28T17:51:09.853943
MZ0232,Simba,Gumbo,simba.gumbo232@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.8581,31.089,20,True,False,Active,False,0,2025-01-22,2026-03-28T17:51:09.853972
MZ0233,Farai,Gumbo,farai.gumbo233@micrlabs.onmicrosoft.com,Billing,Finance Officer,Gweru,-19.4984,29.7874,9,False,True,Active,False,0,2021-06-03,2026-03-28T17:51:09.854001
MZ0234,Rudo,Dube,rudo.dube234@micrlabs.onmicrosoft.com,Billing,Medical Coder,Bulawayo,-20.1258,28.6613,15,True,True,Active,False,0,2023-11-13,2026-03-28T17:51:09.854055
MZ0235,Nkosi,Ncube,nkosi.ncube235@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Harare,-17.7953,31.0363,17,False,True,Active,False,0,2026-01-04,2026-03-28T17:51:09.854099
MZ0236,Nompilo,Mpofu,nompilo.mpofu236@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.7851,31.0454,17,True,True,Active,False,0,2023-12-31,2026-03-28T17:51:09.854130
MZ0237,Chiedza,Chikwanda,chiedza.chikwanda237@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Harare,-17.808,31.0656,17,True,True,Active,False,0,2022-11-13,2026-03-28T17:51:09.854163
MZ0238,Nompilo,Mutasa,nompilo.mutasa238@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Mutare,-19.0105,32.6296,18,True,True,Active,False,0,2022-03-14,2026-03-28T17:51:09.854192
MZ0239,Tatenda,Ncube,tatenda.ncube239@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8699,31.062,15,False,True,Active,False,0,2024-08-23,2026-03-28T17:51:09.854222
MZ0240,Sibusiso,Tembo,sibusiso.tembo240@micrlabs.onmicrosoft.com,Billing,Medical Coder,Masvingo,-20.0339,30.8806,10,True,True,Active,False,0,2025-12-29,2026-03-28T17:51:09.854253
MZ0241,Thandi,Banda,thandi.banda241@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.8625,31.0298,14,True,True,Active,False,0,2024-01-08,2026-03-28T17:51:09.854283
MZ0242,Kudzai,Chirwa,kudzai.chirwa242@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.8175,31.048,9,True,False,Active,False,0,2024-05-21,2026-03-28T17:51:09.854312
MZ0243,Lungelo,Banda,lungelo.banda243@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.7977,31.0882,9,True,True,Active,False,0,2025-03-14,2026-03-28T17:51:09.854343
MZ0244,Lungelo,Dube,lungelo.dube244@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Masvingo,-20.0275,30.8119,20,False,True,Active,False,0,2026-02-16,2026-03-28T17:51:09.854374
MZ0245,Thandi,Mhlanga,thandi.mhlanga245@micrlabs.onmicrosoft.com,Billing,Finance Officer,Mutare,-18.9842,32.7141,11,True,True,Active,False,0,2021-04-22,2026-03-28T17:51:09.854404
MZ0246,Bongani,Banda,bongani.banda246@micrlabs.onmicrosoft.com,Billing,Billing Clerk,Mutare,-18.9376,32.6278,18,True,True,Active,False,0,2021-10-04,2026-03-28T17:51:09.854434
MZ0247,Rudo,Chirwa,rudo.chirwa247@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.8369,31.0399,19,False,True,Active,False,0,2024-11-03,2026-03-28T17:51:09.854463
MZ0248,Zanele,Moyo,zanele.moyo248@micrlabs.onmicrosoft.com,Billing,Medical Coder,Mutare,-18.9847,32.7105,7,True,True,Active,False,0,2023-09-11,2026-03-28T17:51:09.854496
MZ0249,Tendai,Sithole,tendai.sithole249@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.7808,31.0699,17,False,True,Active,False,0,2025-06-19,2026-03-28T17:51:09.854525
MZ0250,Tatenda,Ncube,tatenda.ncube250@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8281,31.0541,12,True,True,Active,False,0,2023-06-15,2026-03-28T17:51:09.854555
MZ0251,Nkosi,Banda,nkosi.banda251@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Harare,-17.8376,31.0984,8,False,True,Active,False,0,2022-01-22,2026-03-28T17:51:09.854584
MZ0252,Lungelo,Banda,lungelo.banda252@micrlabs.onmicrosoft.com,Billing,Finance Officer,Mutare,-18.9686,32.6557,8,True,True,Active,False,0,2021-06-13,2026-03-28T17:51:09.854615
MZ0253,Rudo,Moyo,rudo.moyo253@micrlabs.onmicrosoft.com,Billing,Finance Officer,Gweru,-19.4885,29.8516,8,True,True,Active,False,0,2023-01-02,2026-03-28T17:51:09.854643
MZ0254,Simba,Dube,simba.dube254@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Harare,-17.8366,31.0484,17,True,True,Active,False,0,2025-06-24,2026-03-28T17:51:09.854673
MZ0255,Nkosi,Tembo,nkosi.tembo255@micrlabs.onmicrosoft.com,Billing,Medical Coder,Bulawayo,-20.1628,28.6356,17,True,True,Active,False,0,2023-09-13,2026-03-28T17:51:09.854702
MZ0256,Tsitsi,Ncube,tsitsi.ncube256@micrlabs.onmicrosoft.com,Billing,Finance Officer,Mutare,-18.967,32.6575,11,True,True,Active,False,0,2021-07-01,2026-03-28T17:51:09.854733
MZ0257,Sifiso,Sithole,sifiso.sithole257@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8678,31.0374,19,True,True,Active,False,0,2024-01-13,2026-03-28T17:51:09.854762
MZ0258,Tendai,Dube,tendai.dube258@micrlabs.onmicrosoft.com,Billing,Finance Officer,Harare,-17.8553,31.0139,16,True,True,Active,False,0,2024-11-04,2026-03-28T17:51:09.854792
MZ0259,Tsitsi,Zimba,tsitsi.zimba259@micrlabs.onmicrosoft.com,Billing,Medical Coder,Harare,-17.8305,31.0559,10,True,True,Active,False,0,2021-09-19,2026-03-28T17:51:09.854821
MZ0260,Takudzwa,Mhlanga,takudzwa.mhlanga260@micrlabs.onmicrosoft.com,Billing,Claims Analyst,Harare,-17.8738,31.0381,5,True,True,Active,False,0,2022-08-29,2026-03-28T17:51:09.854849
